Peak Frequency: 0.00 Hz, Note: E, Octave: -178956970, at 9/30/2024 12:10:54 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:58 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:58 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:58 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:32:59 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:00 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:01 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:02 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:03 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:04 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:05 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:06 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:07 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:07 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:07 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:07 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:07 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:07 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:07 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:07 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:07 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:07 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:07 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:07 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:07 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:07 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:07 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:07 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:07 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:07 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:07 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:07 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:07 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:07 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:07 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:07 PM
Peak Frequency: 1,605.08 Hz, Note: G, Octave: 6, at 10/9/2024 12:33:07 PM
